Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-13-2018,Oct-13-2018,,,persons,11,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-14-2018,Oct-14-2018,,,persons,24,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-15-2018,Oct-15-2018,,,persons,11,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-16-2018,Oct-16-2018,,,persons,17,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-17-2018,Oct-17-2018,,,persons,7,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-23-2018,Oct-23-2018,,,persons,13,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-24-2018,Oct-24-2018,,,persons,14,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,Mobile clinic,Oct-25-2018,Oct-25-2018,,,persons,48,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Loli Pesua,Lapangan Pt. Brm,Health,Health,Completed,PSS,Oct-12-2018,Oct-12-2018,,,persons,21,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Loli Saluran,Pengungsian,Health,Health,Completed,PSS,Oct-14-2018,Oct-14-2018,,,persons,45,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Markas Pmi Donggala,Health,Health,Completed,PSS,Oct-19-2018,Oct-19-2018,,,persons,1,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Shelter Gunung Bale,Health,Health,Completed,PSS,Oct-23-2018,Oct-23-2018,,,persons,119,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Loli Oge,Shelter Ii Loli Oge,Health,Health,Completed,PSS,Oct-24-2018,Oct-24-2018,,,persons,60,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Shelter Gunung Bale,Health,Health,Completed,PSS,Oct-25-2018,Oct-25-2018,,,persons,29,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,G. Bale,WASH,WASH,Completed,Distribution,Oct-05-2018,Oct-05-2018,,,litres,8000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,WASH,WASH,Completed,Distribution,Oct-05-2018,Oct-05-2018,,,litres,8000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,,Banawa,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,16000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Kantor Kecamatan,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Sekolah,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Camp. Pengungsi Rt 10,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Camp. Pengungsi Rt 9,WASH,WASH,Completed,Distribution,Oct-06-2018,Oct-06-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,,Banawa,WASH,WASH,Completed,Distribution,Oct-05-2018,Oct-05-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Mesjid,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,8000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Camp Tanjung Karang,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,8000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,15000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Camp Pelabuhan,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,16000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Ganti,Kulolu,WASH,WASH,Completed,Distribution,Oct-08-2018,Oct-08-2018,,,litres,28000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Dusun I,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,2000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Camp Atas,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Tanjung Karang,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Tanjung Karang,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,23000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Ganti,Kulolu,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,2000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Ganti,Kulolu Rt 1,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boya,Posko Tdb,WASH,WASH,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,litres,8000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Camp Atas,WASH,WASH,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Rw 3 Rt 1,WASH,WASH,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,litres,2500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Rw 1&3 Rt 1&10,WASH,WASH,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,litres,25000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Tanjung Karang,WASH,WASH,Completed,Distribution,Oct-13-2018,Oct-13-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Rw 2,WASH,WASH,Completed,Distribution,Oct-15-2018,Oct-15-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Tanjung Batu,Tanjung Karang,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,G. Bale,WASH,WASH,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Ganti,Kulolu,WASH,WASH,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Lanta,Gunung Bale,WASH,WASH,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Kulolu,Keluran Ganti,WASH,WASH,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Gunung Bale,WASH,WASH,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,WASH,WASH,Completed,Distribution,Oct-20-2018,Oct-20-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Tanjung Karang,WASH,WASH,Completed,Distribution,Oct-20-2018,Oct-20-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Gunung Bale,WASH,WASH,Completed,Distribution,Oct-22-2018,Oct-22-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,WASH,WASH,Completed,Distribution,Oct-22-2018,Oct-22-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Labuan Bajo,WASH,WASH,Completed,Distribution,Oct-22-2018,Oct-22-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Gunung Bale,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Kulolu,Kulolu,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Gunung Bale,WASH,WASH,Completed,Distribution,Oct-20-2018,Oct-20-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Gunung Bale,Gunung Bale,WASH,WASH,Completed,Distribution,Oct-23-2018,Oct-23-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Labuan Bajo,Labuan Bajo,WASH,WASH,Completed,Distribution,Oct-23-2018,Oct-23-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa,Boneoge,Boneoge,WASH,WASH,Completed,Distribution,Oct-20-2018,Oct-20-2018,,,items,60,,jerry can
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Limboro,"Limboro,towale & Tosale",Health,Health,Completed,Mobile clinic,Oct-10-2018,Oct-10-2018,,,persons,61,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Salubomba,Pengungsian,Health,Health,Completed,Mobile clinic,Oct-13-2018,Oct-13-2018,,,persons,40,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Salubomba,Pengungsian Salubomba,Health,Health,Completed,PSS,Oct-13-2018,Oct-13-2018,,,persons,70,,PSS for persons
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Salubomba,Salubomba,WASH,WASH,Completed,Distribution,Oct-13-2018,Oct-13-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Limboro,Pengungsian Limboro,WASH,WASH,Completed,Distribution,Oct-13-2018,Oct-13-2018,,,litres,8000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Salubomba,Pengungsian Salubomba,WASH,WASH,Completed,Distribution,Oct-13-2018,Oct-13-2018,,,litres,24000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Limboro,Dusun Tujuh,WASH,WASH,Completed,Distribution,Oct-15-2018,Oct-15-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Donggala,Banawa Tengah,Towale,Towale,WASH,WASH,Completed,Distribution,Oct-16-2018,Oct-16-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Bungku Barat,Tondo,Tondo,Health,Health,Completed,Mobile clinic,Oct-07-2018,Oct-07-2018,,,persons,48,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Palu,Bungku Barat,Tondo,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-10-2018,Oct-10-2018,,,persons,57,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Palu,Bungku Barat,Tondo,Lapangan Kelinci,Health,Health,Completed,Distribution,Oct-24-2018,Oct-24-2018,,,items,194,,mosquito net
PMI,,Red Cross/Red Crescent,Palu,Dampal Utara,Balaroa,Balaroa,WASH,WASH,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,litres,3500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Palu,Dampal Utara,Balaroa,Camp Balaroa,WASH,WASH,Completed,Distribution,Oct-21-2018,Oct-21-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Soulowe,Kantor Kepala Desa,Health,Health,Completed,Distribution,Oct-08-2018,Oct-08-2018,,,items,20,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Potoya,Potoya,Health,Health,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,items,3,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Watubula,Watubula,Health,Health,Completed,Distribution,Oct-12-2018,Oct-12-2018,,,items,3,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-01-2018,Oct-01-2018,,,persons,48,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-02-2018,Oct-02-2018,,,persons,110,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-03-2018,Oct-03-2018,,,persons,32,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kotarindau,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-04-2018,Oct-04-2018,,,persons,61,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kotarindau,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-04-2018,Oct-04-2018,,,persons,36,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kotarindau,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-05-2018,Oct-05-2018,,,persons,52,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kotarindau,Markas Pmi Sigi,Health,Health,Completed,Mobile clinic,Oct-07-2018,Oct-07-2018,,,persons,42,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kota pulu,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-10-2018,Oct-10-2018,,,persons,15,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Tulo,Tulo,Health,Health,Completed,Distribution,Oct-11-2018,Oct-11-2018,,,items,20,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Pmi Kab. Sigi,Health,Health,Completed,PSS,Oct-17-2018,Oct-17-2018,,,persons,20,,PSS for persons
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kota Pulu,Markas Pmi Sigi,Health,Health,Completed,PSS,Oct-19-2018,Oct-19-2018,,,persons,1,,PSS for persons
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Kotarindau,Masjid Al-istiqomah,WASH,WASH,Completed,Distribution,Oct-05-2018,Oct-05-2018,,,litres,1000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Langaleso,Langaleso,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,17000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Karawana,Karawan,WASH,WASH,Completed,Distribution,Oct-14-2018,Oct-14-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Langaleso,Langaleso,WASH,WASH,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,litres,1500,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo,Karawana,Karawana,WASH,WASH,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Pewunu,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-06-2018,Oct-06-2018,,,persons,58,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Pewunu,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-06-2018,Oct-06-2018,,,persons,58,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Pewunu,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-14-2018,Oct-14-2018,,,persons,91,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Kaleke,Kantor Desa,Health,Health,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,items,20,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Rarampadende,Kantor Desa,Health,Health,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,items,20,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Sambo,Kantor Desa,Health,Health,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,items,20,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balomoa,Balamoa,Health,Health,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,items,10,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Balumpewa,Balumpewa,Health,Health,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,items,10,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,,Tempat Pengungsian,WASH,WASH,Completed,Distribution,Oct-07-2018,Oct-07-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo Barat,Jurio Lolu,Jurio Lolu,WASH,WASH,Completed,Distribution,Oct-09-2018,Oct-09-2018,,,litres,5000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bangga,Bangga,Health,Health,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Walatana,Walatana,Health,Health,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Baluase,Baluase,Health,Health,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bulubete,Bulubete,Health,Health,Completed,Distribution,Oct-18-2018,Oct-18-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Jono,Jono,Health,Health,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Pulu,Pulu,Health,Health,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Rogo,Rogo,Health,Health,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Poi,Poi,Health,Health,Completed,Distribution,Oct-19-2018,Oct-19-2018,,,items,10,,hygiene kit
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Baluase,Tempat Pengungsi,Health,Health,Completed,Mobile clinic,Oct-08-2018,Oct-08-2018,,,persons,101,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Sambo,Tempat Pengungsi,Health,Health,Completed,Mobile clinic,Oct-08-2018,Oct-08-2018,,,persons,31,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Pulu,Tempat Pegungsian,Health,Health,Completed,Mobile clinic,Oct-09-2018,Oct-09-2018,,,persons,66,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Rogo,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-10-2018,Oct-10-2018,,,persons,29,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Balongga,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-15-2018,Oct-15-2018,,,persons,35,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bangga,Bangga,WASH,WASH,Completed,Distribution,Oct-15-2018,Oct-15-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Dolo Selatan,Bangga,Bangga,WASH,WASH,Completed,Distribution,Oct-17-2018,Oct-17-2018,,,litres,10000,,clean water (litres)
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Tuwa,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-07-2018,Oct-07-2018,,,persons,81,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Tuwa,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-07-2018,Oct-07-2018,,,persons,129,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Omu,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-09-2018,Oct-09-2018,,,persons,19,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Pakuli,Tempat Pegungsian,Health,Health,Completed,Mobile clinic,Oct-09-2018,Oct-09-2018,,,persons,61,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Pandere,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-12-2018,Oct-12-2018,,,persons,66,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Tuwa,Tempat Pengungsian,Health,Health,Completed,Mobile clinic,Oct-13-2018,Oct-13-2018,,,persons,51,,mobile clinic patients
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Pakuli,Rumah Kepala Desa,Health,Health,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,items,20,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Omu,Rumah Kepala Desa,Health,Health,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,items,20,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Tuwa,Rumah Kepala Desa,Health,Health,Completed,Distribution,Oct-10-2018,Oct-10-2018,,,items,21,,mosquito net
PMI,,Red Cross/Red Crescent,Sigi,Gumbasa,Sambo,Sambo,Health,Health,Completed,Distribution,Oct-15-2018,Oct-15-2018,,,items,20,,mosquito net
